,TEAM,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,HOME,GAME-ID
2102,Memphis Grizzlies,46,88,52.3,10,23,43.5,13,20,65,11,31,42,21,11,3,16,33,115,-3,0,3
2103,Brooklyn Nets,36,72,50,16,40,40,30,40,75,9,32,41,27,5,9,22,22,118,3,1,3
2104,Denver Nuggets,46,100,46,18,38,47.4,31,37,83.8,11,35,46,23,10,5,13,25,141,-8,0,4
2105,Miami Heat,56,102,54.9,20,36,55.6,17,27,63,7,39,46,36,5,11,11,26,149,8,1,4
2106,Chicago Bulls,33,92,35.9,3,30,10,23,31,74.2,14,34,48,21,9,7,11,15,92,-18,0,5
2107,New York Knicks,43,96,44.8,11,35,31.4,13,17,76.5,15,46,61,28,6,7,16,24,110,18,1,5
2108,Golden State Warriors,30,74,40.5,3,19,15.8,12,16,75,2,34,36,17,7,9,15,24,75,-14,0,6
2109,San Antonio Spurs,33,82,40.2,8,23,34.8,15,21,71.4,11,37,48,21,6,5,14,20,89,14,1,6
2110,Detroit Pistons,37,79,46.8,14,29,48.3,18,22,81.8,6,38,44,17,6,5,9,11,106,16,0,7
2111,Sacramento Kings,40,88,45.5,6,23,26.1,4,9,44.4,8,31,39,23,7,3,13,21,90,-16,1,7
2112,Toronto Raptors,35,77,45.5,14,36,38.9,9,17,52.9,6,39,45,19,7,8,17,10,93,7,0,0
2113,Orlando Magic,37,90,41.1,9,25,36,3,5,60,10,35,45,22,13,7,12,16,86,-7,1,0
2114,Oklahoma City Thunder,35,85,41.2,10,27,37,19,29,65.5,8,36,44,19,6,6,13,20,99,-1,0,1
2115,Boston Celtics,36,87,41.4,13,36,36.1,15,16,93.8,11,41,52,22,6,5,17,24,100,1,1,1
2116,LA Clippers,40,93,43,8,24,33.3,21,26,80.8,11,30,41,21,4,5,10,22,109,-14,0,2
2117,Minnesota Timberwolves,45,86,52.3,10,25,40,23,24,95.8,6,34,40,23,5,6,11,21,123,14,1,2
2118,Dallas Mavericks,43,90,47.8,10,35,28.6,9,11,81.8,9,31,40,25,4,2,8,14,105,-10,0,3
2119,New Orleans Pelicans,48,91,52.7,10,25,40,9,15,60,9,37,46,33,5,2,9,11,115,10,1,3
2120,Atlanta Hawks,38,94,40.4,9,33,27.3,14,19,73.7,11,41,52,21,7,3,13,23,99,5,0,4
2121,Utah Jazz,33,89,37.1,6,34,17.6,22,25,88,12,39,51,16,8,8,16,22,94,-5,1,4
2122,Detroit Pistons,43,97,44.3,15,36,41.7,14,16,87.5,12,38,50,22,12,14,8,16,115,27,0,5
2123,Phoenix Suns,34,90,37.8,7,34,20.6,13,20,65,12,37,49,22,1,8,19,16,88,-27,1,5
2124,Houston Rockets,38,79,48.1,19,36,52.8,20,29,69,7,31,38,18,3,4,9,23,115,4,0,6
2125,Portland Trail Blazers,40,81,49.4,11,28,39.3,20,27,74.1,10,34,44,20,6,7,8,18,111,-4,1,6
2126,Toronto Raptors,47,88,53.4,15,34,44.1,20,23,87,10,23,33,32,4,5,6,23,129,-3,0,0
2127,Cleveland Cavaliers,47,78,60.3,15,24,62.5,23,28,82.1,4,29,33,28,3,4,9,18,132,3,1,0
2128,Memphis Grizzlies,40,99,40.4,9,27,33.3,16,20,80,15,32,47,25,6,2,13,20,105,-14,0,1
2129,Philadelphia 76ers,46,84,54.8,11,31,35.5,16,20,80,4,34,38,32,8,4,14,21,119,14,1,1
2130,Charlotte Hornets,36,94,38.3,3,16,18.8,36,47,76.6,23,45,68,18,3,2,13,16,111,6,0,2
2131,Brooklyn Nets,39,93,41.9,13,37,35.1,14,21,66.7,10,36,46,22,6,11,12,36,105,-6,1,2
2132,New York Knicks,39,89,43.8,10,31,32.3,10,12,83.3,13,27,40,21,6,1,14,16,98,-21,0,3
2133,Miami Heat,45,81,55.6,15,34,44.1,14,19,73.7,5,27,32,31,9,2,7,17,119,21,1,3
2134,Indiana Pacers,34,93,36.6,7,22,31.8,17,18,94.4,15,33,48,15,13,5,14,21,92,-4,0,4
2135,New Orleans Pelicans,34,79,43,8,23,34.8,20,24,83.3,10,40,50,15,4,11,18,19,96,4,1,4
2136,Denver Nuggets,51,83,61.4,20,35,57.1,13,16,81.3,8,37,45,34,9,6,17,13,135,33,0,5
2137,Chicago Bulls,39,89,43.8,13,38,34.2,11,14,78.6,9,25,34,29,12,4,15,22,102,-33,1,5
2138,LA Clippers,45,86,52.3,15,30,50,22,29,75.9,16,31,47,26,12,3,19,16,127,7,0,6
2139,Milwaukee Bucks,50,91,54.9,8,26,30.8,12,17,70.6,8,25,33,33,10,5,14,20,120,-7,1,6
2140,Washington Wizards,35,83,42.2,8,25,32,12,16,75,9,26,35,27,11,4,12,16,90,-8,0,7
2141,San Antonio Spurs,39,79,49.4,7,23,30.4,13,18,72.2,12,30,42,21,7,10,15,17,98,8,1,7
2142,Memphis Grizzlies,30,78,38.5,4,18,22.2,15,21,71.4,9,29,38,13,4,7,19,24,79,-61,0,0
2143,Charlotte Hornets,49,92,53.3,19,40,47.5,23,27,85.2,11,42,53,25,10,4,8,17,140,61,1,0
2144,Philadelphia 76ers,42,89,47.2,15,37,40.5,19,24,79.2,11,45,56,30,7,5,16,15,118,20,0,1
2145,Orlando Magic,37,91,40.7,10,33,30.3,14,22,63.6,7,33,40,26,10,3,10,19,98,-20,1,1
2146,Detroit Pistons,40,95,42.1,6,38,15.8,10,19,52.6,16,50,66,22,9,5,15,17,96,-4,0,2
2147,Houston Rockets,35,99,35.4,12,51,23.5,18,28,64.3,12,40,52,19,9,3,12,19,100,4,1,2
2148,Los Angeles Lakers,43,87,49.4,17,39,43.6,22,28,78.6,7,33,40,19,4,3,16,20,125,-3,0,3
2149,New Orleans Pelicans,52,95,54.7,6,24,25,18,22,81.8,8,34,42,28,13,4,9,19,128,3,1,3
2150,Utah Jazz,46,87,52.9,12,29,41.4,15,16,93.8,8,31,39,32,11,6,11,19,119,7,0,4
2151,Dallas Mavericks,42,85,49.4,17,32,53.1,11,14,78.6,8,27,35,22,5,7,14,16,112,-7,1,4
2152,Atlanta Hawks,33,84,39.3,12,36,33.3,12,18,66.7,6,34,40,19,7,2,12,10,90,-15,0,5
2153,Sacramento Kings,43,93,46.2,10,21,47.6,9,9,100,12,39,51,28,8,9,13,18,105,15,1,5
2154,LA Clippers,42,76,55.3,10,26,38.5,10,14,71.4,5,27,32,24,4,3,14,20,104,-5,0,0
2155,Indiana Pacers,43,93,46.2,11,31,35.5,12,14,85.7,14,28,42,25,6,2,9,16,109,5,1,0
2156,Denver Nuggets,37,85,43.5,17,34,50,17,18,94.4,7,31,38,25,5,10,10,16,108,8,0,1
2157,Washington Wizards,38,80,47.5,14,28,50,10,14,71.4,8,38,46,28,3,2,17,21,100,-8,1,1
2158,Phoenix Suns,38,87,43.7,7,28,25,12,20,60,7,29,36,24,9,4,17,23,95,-25,0,2
2159,Cleveland Cavaliers,47,95,49.5,8,29,27.6,18,24,75,15,39,54,23,9,4,14,14,120,25,1,2
2160,Minnesota Timberwolves,35,75,46.7,10,26,38.5,28,32,87.5,6,39,45,23,6,6,14,15,108,4,0,3
2161,New York Knicks,40,92,43.5,12,28,42.9,12,17,70.6,10,32,42,25,9,0,10,27,104,-4,1,3
2162,Brooklyn Nets,41,84,48.8,11,27,40.7,19,31,61.3,5,35,40,21,5,9,9,23,112,-4,0,4
2163,Toronto Raptors,41,86,47.7,14,28,50,20,29,69,5,38,43,26,5,7,10,24,116,4,1,4
2164,Milwaukee Bucks,43,87,49.4,15,30,50,17,19,89.5,7,29,36,27,8,7,5,20,118,13,0,5
2165,Chicago Bulls,36,87,41.4,12,26,46.2,21,23,91.3,17,34,51,21,3,2,14,21,105,-13,1,5
2166,Miami Heat,34,87,39.1,13,30,43.3,18,20,90,8,33,41,22,4,1,10,25,99,-6,0,6
2167,Oklahoma City Thunder,36,84,42.9,8,26,30.8,25,33,75.8,12,39,51,17,7,1,11,23,105,6,1,6
2168,Utah Jazz,43,88,48.9,11,28,39.3,23,29,79.3,5,29,34,24,10,3,15,23,120,-4,0,7
2169,San Antonio Spurs,47,92,51.1,7,17,41.2,23,27,85.2,11,38,49,21,9,7,13,25,124,4,1,7
2170,Boston Celtics,35,77,45.5,11,18,61.1,24,26,92.3,9,36,45,22,5,4,13,18,105,5,0,8
2171,Portland Trail Blazers,40,91,44,8,33,24.2,12,15,80,11,32,43,16,8,5,8,20,100,-5,1,8
2172,Atlanta Hawks,37,84,44,11,32,34.4,9,20,45,5,39,44,24,5,5,11,14,94,-12,0,9
2173,Golden State Warriors,42,93,45.2,12,30,40,10,11,90.9,10,36,46,28,8,6,7,17,106,12,1,9
2174,Minnesota Timberwolves,37,96,38.5,6,23,26.1,28,38,73.7,13,40,53,19,7,3,14,27,108,-12,0,0
2175,Philadelphia 76ers,42,88,47.7,13,37,35.1,23,36,63.9,7,44,51,33,9,10,15,29,120,12,1,0
2176,Chicago Bulls,39,97,40.2,11,35,31.4,6,9,66.7,14,30,44,27,10,1,12,20,95,-22,0,1
2177,Detroit Pistons,43,87,49.4,16,42,38.1,15,18,83.3,12,37,49,33,6,7,13,11,117,22,1,1
2178,Phoenix Suns,36,89,40.4,7,29,24.1,20,26,76.9,10,31,41,21,14,2,14,22,99,-6,0,2
2179,Orlando Magic,37,84,44,11,30,36.7,20,27,74.1,14,40,54,29,9,8,19,18,105,6,1,2
2180,New Orleans Pelicans,38,96,39.6,6,21,28.6,9,12,75,12,34,46,19,10,6,16,14,91,-23,0,3
2181,Houston Rockets,45,93,48.4,18,47,38.3,6,8,75,5,43,48,22,10,8,19,17,114,23,1,3
2182,Los Angeles Lakers,35,86,40.7,13,38,34.2,17,25,68,11,33,44,19,7,2,11,20,100,7,0,4
2183,Memphis Grizzlies,35,84,41.7,5,29,17.2,18,22,81.8,11,32,43,20,7,6,10,21,93,-7,1,4
2184,Charlotte Hornets,35,92,38,12,25,48,20,29,69,13,49,62,21,10,4,13,14,102,4,0,5
2185,Dallas Mavericks,36,91,39.6,12,41,29.3,14,19,73.7,5,47,52,22,10,6,12,22,98,-4,1,5
2186,Cleveland Cavaliers,44,87,50.6,12,28,42.9,21,26,80.8,11,38,49,25,5,2,11,21,121,7,0,0
2187,Brooklyn Nets,38,83,45.8,17,37,45.9,21,26,80.8,7,31,38,27,7,3,9,23,114,-7,1,0
2188,San Antonio Spurs,41,92,44.6,4,17,23.5,17,21,81,20,33,53,16,4,2,12,17,103,-3,0,1
2189,Milwaukee Bucks,42,86,48.8,9,27,33.3,13,18,72.2,9,28,37,27,6,6,10,18,106,3,1,1
2190,Miami Heat,41,86,47.7,14,35,40,11,14,78.6,7,32,39,32,10,3,17,20,107,-6,0,2
2191,Indiana Pacers,44,90,48.9,8,23,34.8,17,21,81,10,41,51,26,12,7,17,17,113,6,1,2
2192,LA Clippers,44,95,46.3,8,18,44.4,21,27,77.8,12,32,44,17,7,5,8,16,117,11,0,3
2193,Toronto Raptors,41,92,44.6,16,36,44.4,8,14,57.1,13,35,48,24,3,6,14,23,106,-11,1,3
2194,New York Knicks,41,88,46.6,6,22,27.3,13,15,86.7,10,34,44,26,10,6,14,19,101,4,0,4
2195,Washington Wizards,37,87,42.5,6,19,31.6,17,23,73.9,14,32,46,25,10,7,14,16,97,-4,1,4
2196,Boston Celtics,40,72,55.6,12,22,54.5,12,17,70.6,3,32,35,23,9,2,15,11,104,11,0,5
2197,Sacramento Kings,38,82,46.3,7,26,26.9,10,10,100,7,27,34,18,7,1,14,16,93,-11,1,5
2198,Portland Trail Blazers,42,90,46.7,9,34,26.5,15,19,78.9,18,31,49,20,8,7,13,19,108,3,0,6
2199,Oklahoma City Thunder,37,84,44,8,27,29.6,23,28,82.1,13,26,39,16,9,5,10,19,105,-3,1,6
2200,Atlanta Hawks,39,88,44.3,11,40,27.5,10,11,90.9,7,38,45,18,5,2,13,14,99,-19,0,7
2201,Houston Rockets,44,90,48.9,20,52,38.5,10,11,90.9,6,39,45,28,7,4,11,12,118,19,1,7
2202,Utah Jazz,42,87,48.3,12,28,42.9,14,18,77.8,11,36,47,27,6,8,14,16,110,19,0,8
2203,Golden State Warriors,38,91,41.8,6,15,40,9,10,90,14,27,41,24,9,7,11,19,91,-19,1,8
2204,New York Knicks,54,105,51.4,9,30,30,11,11,100,11,30,41,25,6,1,10,27,128,-9,0,0
2205,Charlotte Hornets,51,93,54.8,11,28,39.3,24,28,85.7,11,32,43,25,5,4,14,12,137,9,1,0
2206,Los Angeles Lakers,40,85,47.1,6,23,26.1,20,25,80,6,41,47,29,3,7,10,20,106,-6,0,1
2207,Detroit Pistons,44,100,44,13,33,39.4,11,15,73.3,10,40,50,21,4,2,7,26,112,6,1,1
2208,Denver Nuggets,36,84,42.9,11,32,34.4,21,34,61.8,9,28,37,27,10,7,15,21,104,-19,0,2
2209,Philadelphia 76ers,46,91,50.5,13,29,44.8,18,25,72,14,39,53,35,6,6,17,28,123,19,1,2
2210,Memphis Grizzlies,40,84,47.6,15,31,48.4,6,9,66.7,7,28,35,25,8,4,13,23,101,8,0,3
2211,Minnesota Timberwolves,33,79,41.8,8,24,33.3,19,24,79.2,7,30,37,21,7,6,14,15,93,-8,1,3
2212,Boston Celtics,37,87,42.5,14,29,48.3,14,14,100,10,34,44,24,10,3,12,19,102,8,0,4
2213,Phoenix Suns,36,81,44.4,12,35,34.3,10,19,52.6,11,36,47,18,8,5,15,18,94,-8,1,4
2214,San Antonio Spurs,39,87,44.8,10,25,40,18,33,54.5,10,27,37,29,7,5,8,17,106,-10,0,0
2215,Washington Wizards,46,85,54.1,10,24,41.7,14,18,77.8,10,40,50,33,5,7,16,27,116,10,1,0
2216,Denver Nuggets,42,89,47.2,13,30,43.3,13,14,92.9,10,30,40,26,6,6,11,16,110,-4,0,1
2217,Toronto Raptors,47,92,51.1,13,34,38.2,7,9,77.8,9,28,37,33,6,16,9,18,114,4,1,1
2218,Cleveland Cavaliers,31,85,36.5,4,26,15.4,13,19,68.4,12,30,42,15,8,1,14,18,79,-19,0,2
2219,Miami Heat,37,78,47.4,9,29,31,15,20,75,9,35,44,24,10,9,14,18,98,19,1,2
2220,Chicago Bulls,34,89,38.2,8,37,21.6,10,17,58.8,13,38,51,17,8,1,18,17,86,-32,0,3
2221,Houston Rockets,41,93,44.1,18,57,31.6,18,21,85.7,9,37,46,28,15,6,10,12,118,32,1,3
2222,Portland Trail Blazers,44,105,41.9,10,32,31.3,9,10,90,17,30,47,20,11,7,10,17,107,4,0,4
2223,New Orleans Pelicans,43,94,45.7,4,24,16.7,13,14,92.9,11,43,54,28,3,10,16,19,103,-4,1,4
2224,Dallas Mavericks,36,80,45,14,40,35,17,25,68,4,39,43,25,7,9,10,17,103,6,0,5
2225,Sacramento Kings,38,93,40.9,6,23,26.1,15,19,78.9,10,35,45,25,6,6,10,22,97,-6,1,5
2226,Indiana Pacers,39,81,48.1,6,21,28.6,8,12,66.7,8,30,38,22,10,2,10,14,92,11,0,6
2227,Golden State Warriors,35,86,40.7,5,17,29.4,6,9,66.7,17,34,51,21,4,9,16,17,81,-11,1,6
2228,Milwaukee Bucks,38,83,45.8,6,23,26.1,16,23,69.6,8,36,44,24,12,11,16,14,98,-7,0,7
2229,LA Clippers,40,86,46.5,15,28,53.6,10,18,55.6,8,33,41,23,8,4,13,23,105,7,1,7
2230,Cleveland Cavaliers,45,93,48.4,11,28,39.3,17,20,85,11,27,38,22,9,1,6,19,118,13,0,0
2231,Charlotte Hornets,39,76,51.3,5,21,23.8,22,24,91.7,6,34,40,20,2,2,13,16,105,-13,1,0
2232,Brooklyn Nets,40,87,46,12,34,35.3,19,22,86.4,11,37,48,28,6,5,8,17,111,7,0,1
2233,Orlando Magic,40,92,43.5,11,31,35.5,13,16,81.3,11,33,44,25,4,4,9,18,104,-7,1,1
2234,New York Knicks,36,94,38.3,9,31,29,20,26,76.9,10,36,46,20,4,5,16,22,101,-17,0,2
2235,Philadelphia 76ers,45,98,45.9,9,31,29,19,27,70.4,14,44,58,34,9,3,12,19,118,17,1,2
2236,Portland Trail Blazers,38,79,48.1,8,30,26.7,19,30,63.3,8,30,38,15,7,8,12,20,103,-5,0,3
2237,Memphis Grizzlies,41,84,48.8,13,25,52,13,23,56.5,11,35,46,23,7,2,15,24,108,5,1,3
2238,Atlanta Hawks,41,77,53.2,13,27,48.1,19,23,82.6,4,33,37,26,10,2,19,22,114,-12,0,4
2239,Minnesota Timberwolves,48,90,53.3,13,30,43.3,17,21,81,7,30,37,33,9,1,13,20,126,12,1,4
2240,Boston Celtics,35,79,44.3,12,21,57.1,15,20,75,11,31,42,20,11,2,16,18,97,3,0,5
2241,Utah Jazz,34,82,41.5,9,33,27.3,17,21,81,12,33,45,25,7,6,16,18,94,-3,1,5
2242,LA Clippers,43,80,53.7,8,17,47.1,17,25,68,11,40,51,26,7,4,21,17,111,12,0,6
2243,Phoenix Suns,38,88,43.2,10,34,29.4,13,18,72.2,9,30,39,17,13,4,14,20,99,-12,1,6
2244,Dallas Mavericks,33,84,39.3,13,44,29.5,14,19,73.7,6,34,40,17,10,1,10,22,93,-10,0,7
2245,Los Angeles Lakers,36,77,46.8,9,33,27.3,22,32,68.8,7,42,49,25,6,5,15,16,103,10,1,7
2246,Washington Wizards,37,89,41.6,6,32,18.8,12,15,80,12,31,43,28,9,6,15,19,92,-11,0,0
2247,Detroit Pistons,41,84,48.8,6,21,28.6,15,20,75,10,34,44,26,9,3,16,14,103,11,1,0
2248,Chicago Bulls,33,90,36.7,6,26,23.1,20,26,76.9,14,36,50,19,10,5,18,19,92,-11,0,1
2249,Miami Heat,37,82,45.1,7,27,25.9,22,24,91.7,7,37,44,20,7,7,17,23,103,11,1,1
2250,Oklahoma City Thunder,37,85,43.5,11,30,36.7,14,21,66.7,10,33,43,19,11,3,15,23,99,-4,0,2
2251,San Antonio Spurs,34,81,42,13,31,41.9,22,30,73.3,14,34,48,22,13,6,16,18,103,4,1,2
2252,Indiana Pacers,40,80,50,8,26,30.8,18,20,90,7,27,34,23,9,4,10,17,106,3,0,3
2253,Sacramento Kings,42,78,53.8,13,31,41.9,6,9,66.7,6,26,32,27,3,2,18,24,103,-3,1,3
2254,Milwaukee Bucks,48,87,55.2,11,20,55,9,10,90,7,29,36,30,16,3,15,17,116,9,0,4
2255,Golden State Warriors,41,75,54.7,10,20,50,15,15,100,2,29,31,26,10,7,18,19,107,-9,1,4
2256,Chicago Bulls,30,84,35.7,14,41,34.1,16,23,69.6,11,42,53,16,11,7,16,17,90,8,0,0
2257,Orlando Magic,31,94,33,7,39,17.9,13,14,92.9,12,43,55,16,11,5,12,18,82,-8,1,0
2258,Philadelphia 76ers,42,95,44.2,8,38,21.1,9,13,69.2,9,44,53,34,10,6,15,18,101,10,0,1
2259,Atlanta Hawks,36,101,35.6,9,39,23.1,10,15,66.7,15,44,59,24,9,4,16,14,91,-10,1,1
2260,New Orleans Pelicans,43,89,48.3,11,26,42.3,5,6,83.3,7,34,41,25,4,2,11,19,102,-5,0,2
2261,Cleveland Cavaliers,43,90,47.8,10,24,41.7,11,15,73.3,9,36,45,22,6,2,10,14,107,5,1,2
2262,Phoenix Suns,41,84,48.8,12,32,37.5,9,13,69.2,8,38,46,23,8,5,17,21,103,-1,0,3
2263,Houston Rockets,35,81,43.2,14,38,36.8,20,29,69,8,31,39,22,9,7,10,12,104,1,1,3
2264,Denver Nuggets,49,94,52.1,10,30,33.3,18,21,85.7,12,46,58,27,4,5,15,24,126,1,0,4
2265,Oklahoma City Thunder,45,108,41.7,20,44,45.5,15,27,55.6,18,32,50,25,13,2,8,22,125,-1,1,4
2266,Minnesota Timberwolves,35,83,42.2,8,25,32,15,17,88.2,6,38,44,14,10,6,9,13,93,1,0,5
2267,Dallas Mavericks,38,86,44.2,11,28,39.3,5,7,71.4,6,40,46,22,5,5,14,17,92,-1,1,5
2268,Memphis Grizzlies,39,81,48.1,9,23,39.1,10,15,66.7,7,26,33,24,8,4,13,21,97,-10,0,6
2269,Utah Jazz,40,74,54.1,12,31,38.7,15,26,57.7,7,31,38,24,7,5,15,19,107,10,1,6
2270,Milwaukee Bucks,45,94,47.9,11,29,37.9,23,28,82.1,8,31,39,24,14,6,12,25,124,2,0,7
2271,Los Angeles Lakers,48,94,51.1,8,27,29.6,18,25,72,15,41,56,33,5,3,18,23,122,-2,1,7
2272,LA Clippers,36,89,40.4,4,13,30.8,20,35,57.1,11,35,46,13,5,5,10,16,96,-9,0,8
2273,Portland Trail Blazers,41,95,43.2,8,30,26.7,15,16,93.8,13,37,50,30,9,10,10,25,105,9,1,8
2274,Charlotte Hornets,35,77,45.5,6,23,26.1,17,27,63,9,37,46,22,6,2,17,14,93,-14,0,0
2275,Washington Wizards,40,88,45.5,18,39,46.2,9,12,75,11,33,44,30,11,4,12,23,107,14,1,0
2276,Detroit Pistons,44,85,51.8,10,24,41.7,17,22,77.3,10,33,43,24,8,5,9,15,115,6,0,1
2277,New York Knicks,43,91,47.3,13,29,44.8,10,12,83.3,9,31,40,31,4,1,14,18,109,-6,1,1
2278,Toronto Raptors,37,80,46.3,8,35,22.9,17,22,77.3,9,37,46,23,1,5,15,26,99,-11,0,2
2279,Boston Celtics,40,88,45.5,7,17,41.2,23,27,85.2,8,33,41,19,6,3,5,23,110,11,1,2
2280,Brooklyn Nets,39,91,42.9,10,35,28.6,22,28,78.6,7,40,47,28,11,5,15,24,110,1,0,3
2281,Miami Heat,43,95,45.3,7,17,41.2,16,21,76.2,10,41,51,19,6,6,18,22,109,-1,1,3
2282,Golden State Warriors,41,83,49.4,9,26,34.6,21,28,75,6,36,42,28,9,6,10,18,112,16,0,4
2283,Sacramento Kings,36,87,41.4,8,28,28.6,16,19,84.2,11,36,47,27,5,6,15,23,96,-16,1,4
2284,Philadelphia 76ers,48,94,51.1,14,32,43.8,9,10,90,7,37,44,36,15,5,14,24,119,17,0,0
2285,Charlotte Hornets,33,82,40.2,9,30,30,27,34,79.4,9,31,40,17,8,7,16,13,102,-17,1,0
2286,Washington Wizards,37,81,45.7,8,30,26.7,12,12,100,6,31,37,27,5,4,16,12,94,-19,0,1
2287,Chicago Bulls,43,82,52.4,18,34,52.9,9,13,69.2,6,34,40,30,7,1,17,17,113,19,1,1
2288,Houston Rockets,26,77,33.8,7,31,22.6,24,29,82.8,8,34,42,12,3,3,9,19,83,-17,0,2
2289,San Antonio Spurs,40,81,49.4,6,17,35.3,14,21,66.7,8,40,48,19,8,8,8,19,100,17,1,2
2290,Indiana Pacers,42,86,48.8,11,28,39.3,16,21,76.2,15,25,40,23,8,4,10,12,111,7,0,3
2291,LA Clippers,42,82,51.2,9,25,36,11,14,78.6,12,24,36,24,6,6,13,19,104,-7,1,3
2292,Orlando Magic,33,96,34.4,10,36,27.8,12,13,92.3,11,30,41,19,8,6,5,10,88,-6,0,4
2293,Atlanta Hawks,41,85,48.2,11,36,30.6,1,1,100,5,47,52,33,0,3,14,15,94,6,1,4
2294,Detroit Pistons,38,84,45.2,7,19,36.8,25,32,78.1,10,43,53,17,9,3,9,16,108,12,0,5
2295,Brooklyn Nets,37,87,42.5,12,43,27.9,10,15,66.7,6,34,40,23,5,5,12,22,96,-12,1,5
2296,Dallas Mavericks,32,79,40.5,13,37,35.1,10,11,90.9,4,34,38,15,5,3,15,20,87,-11,0,6
2297,Cleveland Cavaliers,35,85,41.2,11,26,42.3,17,23,73.9,10,40,50,21,7,1,11,12,98,11,1,6
2298,Oklahoma City Thunder,41,95,43.2,9,31,29,18,25,72,14,37,51,24,13,4,18,22,109,5,0,7
2299,New Orleans Pelicans,38,83,45.8,11,32,34.4,17,23,73.9,7,37,44,28,13,3,21,20,104,-5,1,7
2300,Utah Jazz,46,76,60.5,11,28,39.3,18,25,72,6,39,45,29,8,7,16,19,121,24,0,8
2301,Minnesota Timberwolves,38,90,42.2,8,24,33.3,13,14,92.9,7,25,32,19,10,1,12,17,97,-24,1,8
2302,Milwaukee Bucks,45,100,45,12,33,36.4,23,27,85.2,11,34,45,27,9,3,9,37,125,-3,0,9
2303,Denver Nuggets,40,90,44.4,11,36,30.6,37,46,80.4,17,40,57,27,2,8,17,23,128,3,1,9
2304,Phoenix Suns,41,90,45.6,11,31,35.5,14,16,87.5,9,33,42,26,8,4,15,12,107,-10,0,10
2305,Golden State Warriors,48,89,53.9,13,28,46.4,8,9,88.9,7,38,45,31,10,7,14,14,117,10,1,10
2306,Memphis Grizzlies,40,88,45.5,9,21,42.9,9,12,75,9,33,42,20,7,5,17,19,98,-15,0,11
2307,Portland Trail Blazers,39,84,46.4,12,38,31.6,23,25,92,8,35,43,28,9,2,13,15,113,15,1,11
2308,Sacramento Kings,35,92,38,7,24,29.2,7,14,50,13,34,47,17,9,5,10,20,84,1,0,12
2309,Los Angeles Lakers,30,75,40,7,32,21.9,16,25,64,10,37,47,18,5,6,14,15,83,-1,1,12
2310,Toronto Raptors,42,94,44.7,11,34,32.4,11,14,78.6,9,37,46,28,7,1,11,23,106,-6,0,0
2311,Cleveland Cavaliers,38,77,49.4,13,30,43.3,23,26,88.5,2,40,42,18,8,6,12,17,112,6,1,0
2312,Brooklyn Nets,34,81,42,17,42,40.5,10,23,43.5,3,33,36,20,5,6,18,15,95,-26,0,1
2313,Philadelphia 76ers,50,91,54.9,9,21,42.9,12,18,66.7,7,48,55,28,10,10,10,22,121,26,1,1
2314,Atlanta Hawks,37,88,42,13,33,39.4,11,15,73.3,12,37,49,24,10,1,15,15,98,-3,0,2
2315,Miami Heat,41,91,45.1,8,33,24.2,11,13,84.6,11,35,46,22,10,8,14,16,101,3,1,2
2316,Orlando Magic,37,88,42,11,36,30.6,12,18,66.7,11,42,53,28,7,5,11,12,97,24,0,3
2317,New York Knicks,30,86,34.9,4,27,14.8,9,12,75,7,35,42,17,5,9,11,17,73,-24,1,3
2318,Charlotte Hornets,40,81,49.4,13,34,38.2,21,28,75,10,39,49,24,3,4,20,16,114,-6,0,4
2319,Chicago Bulls,46,99,46.5,15,34,44.1,13,18,72.2,11,33,44,26,9,4,7,20,120,6,1,4
2320,Washington Wizards,38,72,52.8,12,25,48,16,23,69.6,3,33,36,25,6,1,17,21,104,-16,0,5
2321,Houston Rockets,43,84,51.2,16,46,34.8,18,27,66.7,10,36,46,26,13,3,9,14,120,16,1,5
2322,Boston Celtics,38,81,46.9,7,23,30.4,19,24,79.2,10,27,37,19,10,6,17,17,102,-4,0,6
2323,Milwaukee Bucks,43,79,54.4,5,20,25,15,21,71.4,9,32,41,27,6,5,15,23,106,4,1,6
2324,Golden State Warriors,41,83,49.4,8,29,27.6,21,24,87.5,6,34,40,27,9,5,13,25,111,4,0,7
2325,Oklahoma City Thunder,35,93,37.6,9,38,23.7,28,37,75.7,22,36,58,13,8,3,16,20,107,-4,1,7
2326,Portland Trail Blazers,39,87,44.8,10,40,25,21,24,87.5,5,41,46,28,6,2,13,20,109,-6,0,8
2327,Dallas Mavericks,42,92,45.7,17,44,38.6,14,20,70,8,35,43,27,8,5,7,16,115,6,1,8
2328,Indiana Pacers,41,84,48.8,9,19,47.4,13,16,81.3,6,29,35,23,11,4,13,24,104,-3,0,9
2329,Denver Nuggets,41,89,46.1,10,32,31.3,15,20,75,13,36,49,31,10,8,16,19,107,3,1,9
2330,Los Angeles Lakers,36,74,48.6,14,28,50,24,36,66.7,7,32,39,23,7,5,16,23,110,-7,0,10
2331,Utah Jazz,43,89,48.3,14,33,42.4,17,27,63,14,33,47,29,10,5,14,22,117,7,1,10
2332,Sacramento Kings,33,89,37.1,11,27,40.7,17,23,73.9,10,30,40,20,5,5,10,24,94,-3,0,11
2333,Phoenix Suns,35,77,45.5,6,17,35.3,21,33,63.6,6,46,52,18,6,5,14,22,97,3,1,11
